model_id,model_path,display_count,display_ids,reflected,status_detail,mount_type,reason
218,Creature\Scorpion\Scorpion.mdx,57,"2414,2485,2486,2487,2488,2489,2491,2729,2730,2731,2732,2765,2766,2864,3247,5905,5985,6068,6069,6070 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
3077,CREATURE\SpectralTiger\Sandbox_SpectralTiger_01.mdx,1,28811,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
3209,Creature\SpectralTiger\SpectralTigerCub.mdx,1,30409,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
3087,CREATURE\SpectralTigerFeral\SpectralTigerFeral.mdx,10,"28866,28867,28868,28869,28870,28871,28872,28873,28874,30158",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2072,Creature\Spells\BattleStandard_Frostwolf_A_01.mdx,1,14782,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
1913,Creature\stormpikebattlecharger\stormpikebattlecharger.mdx,10,"14346,14347,14576,14577,14777,22350,22631,26272,28612,29258",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
7022,Creature\Tiger2\DruidTravel.mdx,1,918,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
82,Creature\Tiger2\Tiger.mdx,30,"320,471,598,614,616,698,2279,6210,6248,9230,9953,9954,9992,9993,10054,10113,11029,11031,11445,11446 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
1331,Creature\Tiger2\Tiger.mdx,3,"9956,14364,17090",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2355,Creature\Tiger2\Tiger.mdx,1,16942,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
4000,Creature\Tiger2\Tiger2.mdx,24,"632,917,1008,1043,1055,1056,1058,1059,1933,1978,2031,2278,2300,5066,5069,6082,6942,11451,21192,25005 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
4002,Creature\Tiger2\Tigernohair.mdx,46,"321,599,613,633,748,749,954,1095,2437,3029,3030,3031,4472,5067,5068,6805,6943,9949,9950,9951 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2499,Creature\Tiger\TigerGem.mdx,10,"19607,25112,25682,25708,29065,29081,29082,29605,29819,30402",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
491,Creature\UndeadHorse2\ridingundeadhorse.mdx,9,"5228,10670,10671,10672,10673,16041,16407,16452,29130",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
1511,Creature\UndeadHorse2\ridingundeadwarhorse.mdx,12,"10718,10719,10720,10721,16937,16938,16939,28605,29129,29252,29257,29754",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
552,Creature\UndeadHorse2Var\UndeadHorseNew.mdx,4,"5050,16039,16045,16408",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2400,Creature\viciouswarelekk\viciouswarelekk.mdx,9,"17906,19374,19871,19872,19873,23465,23928,28606,29255",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
711,Creature\viciouswarkodo\viciouswarkodo.mdx,2,"6268,6270",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
3166,Creature\warhorse3a\Argentwarhorse2.mdx,2,"29937,29938",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
1191,Creature\warhorse3a\warhorse2.mdx,7,"8469,18223,19296,19783,24627,28917,28918",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2756,Creature\warhorse3a\warhorse2.mdx,1,24628,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2799,Creature\warhorse3a\warhorse2.mdx,1,25174,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
1952,Creature\warhorse3b\pvpwarhorse2.mdx,6,"14584,14590,19085,28919,28931,29971",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
43,Creature\Wolf\Wolf.mdx,61,"161,165,372,380,447,557,604,643,644,647,666,776,780,781,782,783,784,785,801,802 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2716,Creature\Wolf\Wolf.mdx,2,"23579,23580",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
171,Creature\Wolf\Wolf_ghost.mdx,7,"1236,2446,3123,17283,21114,22130,27482",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
173,Creature\SeaTurtle\SeaTurtle.mdx,32,"1244,2307,2308,2902,4829,5026,5027,5030,5052,5126,5127,6126,6368,7046,7114,7836,7837,7839,7840,10947 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,수중/수상,모델명 기준
331,Creature\bat\batmounttaxi2.mdx,2,"1566,14562",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2747,Creature\bat\batmounttaxi2.mdx,1,24377,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
3343,Creature\bat\batmounttaxi2.mdx,1,31725,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2259,Creature\bearcub001new\bearcub001new.mdx,4,"16189,23946,23947,23948",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
3054,CREATURE\bearcub001new\bearcub001new.mdx,3,"28489,30059,30060",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2288,Creature\Broom\BE_Broom01.mdx,1,16910,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
3356,Creature\CelestialDragonWyrm\CelestialDragonWyrm.mdx,1,31956,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
1591,Creature\Dragon\DragonNefarian.mdx,2,"11380,21400",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
1551,Creature\Dragon\DragonOnyxia.mdx,3,"8570,17251,21401",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
9203,Creature\dragon_undead\dragon_undead.mdx,1,15366,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2563,Creature\DragonFootSoldier\DragonFootSoldier.mdx,1,21250,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2698,Creature\DragonKalecgos\DragonKalecgos.mdx,2,"23345,23487",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2676,Creature\dragonkite\DragonKite.mdx,4,"22966,22990,22991,22992",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
1411,Creature\dragonspaw02boss\dragonspawn2boss.mdx,7,"10115,12649,14519,20943,23326,27226,32179",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2480,Creature\dragonspaw02boss\dragonspawn2darkshade.mdx,4,"19273,19326,22425,27873",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
1973,Creature\dragonspaw02boss\dragonspawn2greater.mdx,1,14544,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2807,Creature\dragonspaw02boss\dragonspawn2lordnexus.mdx,5,"25246,25252,27032,27218,27474",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
47,Creature\dragonspawn2\dragonspawn2.mdx,25,"143,177,181,182,196,332,363,623,624,625,716,2534,2552,2554,6762,8311,8972,10094,12893,17555 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
1031,Creature\dragonspawn2\dragonspawn2armored.mdx,18,"6760,7903,7976,8310,8313,8315,8711,9489,9581,9753,10116,12509,12529,12890,12891,28665,28666,32104",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2802,Creature\dragonspawn2\dragonspawn2armored.mdx,4,"25195,25225,25226,27219",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
1011,Creature\dragonspawn2caster\dragonspawn2caster.mdx,18,"6761,7863,7974,8249,8309,8312,8314,8316,12530,12889,12892,12894,22231,25247,25249,25250,27227,27473",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2456,Creature\dragonspawn2casterdarkshade\dragonspawn2casterdarkshade.mdx,4,"19061,19063,20102,27647",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2453,Creature\dragonspawn2darkshade\dragonspawn2darkshade.mdx,3,"19058,19065,27902",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2454,Creature\dragonspawn2darkshade\dragonspawn2darkshadeArmored.mdx,3,"19059,19062,19064",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2197,Creature\DragonVar\Lethon.mdx,5,"15364,15365,28662,28663,28664",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
6,Creature\dragonwhelp3\dragonwhelp3.mdx,38,"387,397,399,400,457,497,505,621,622,694,715,956,4465,6288,6290,6291,6292,6293,7908,8712 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2520,Creature\dragonwhelp3\dragonwhelp3.mdx,2,"20511,20515",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
3204,Creature\DragonWhelp\DragonWhelpOnyxia.mdx,1,30356,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2334,Creature\dragonwhelpoutland2\dragonwhelpoutland2.mdx,1,17204,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2381,Creature\dragonwhelpoutland2\dragonwhelpoutland2.mdx,1,17723,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2386,Creature\dragonwhelpoutland2\dragonwhelpoutland2.mdx,5,"18272,19191,19295,20138,21238",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2450,Creature\dragonwhelpoutland2\dragonwhelpoutland2.mdx,1,18946,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2532,Creature\drakonid2\drakonid2nether.mdx,8,"20726,20732,20733,20734,20776,20896,20935,25257",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
213,Creature\DruidBear\DruidBear.mdx,9,"2281,23950,29413,29414,29415,29416,29417,29438,29440",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
214,Creature\DruidBear\DruidBearTauren.mdx,5,"2289,29418,29419,29420,29421",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2199,Creature\DruidOwlbear\DruidOwlBear.mdx,2,"15374,29764",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2200,Creature\DruidOwlbear\DruidOwlBearTauren.mdx,2,"15375,29781",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
3093,CREATURE\Mimiron\Mimiron_Head_Mount.mdx,1,28890,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2482,Creature\MountainGiantCrystal\MountainGiantCrystal.mdx,16,"18275,19302,19324,19458,19688,19689,20021,20048,20750,20903,20908,20909,20973,21330,23693,26298",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2488,Creature\MountainGiantCrystal\MountainGiantCrystal_Boss.mdx,14,"19325,19332,19383,19414,20049,20101,20224,20261,20547,20611,20701,20971,22756,26302",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2587,Creature\MountainGiantCrystalOgrila\MountainGiantCrystalOgrila.mdx,1,21585,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
205,Creature\MountainGiantNew\MountainGiant.mdx,40,"1918,3166,3216,5229,6028,6209,6910,6912,8269,9210,9490,10037,10040,10041,10042,10044,10317,11986,12162,12232 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2700,Creature\MountainGiantNorthrend\MountainGiant_Howling.mdx,9,"22383,23355,23356,23357,23358,23723,23724,23827,23828",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2315,Creature\MountainGiantOutland\MountainGiant_Bladesedge.mdx,2,"17073,17832",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2322,Creature\MountainGiantOutland\MountainGiant_Bladesedge.mdx,4,"17102,17525,20862,20934",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2316,Creature\MountainGiantOutland\MountainGiant_Netherstorm.mdx,5,"17074,18631,18700,18713,18837",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2323,Creature\MountainGiantOutland\MountainGiant_Netherstorm.mdx,1,17103,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2317,Creature\MountainGiantOutland\MountainGiant_Zangarmarsh.mdx,2,"17075,23829",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
2324,Creature\MountainGiantOutland\MountainGiant_Zangarmarsh.mdx,2,"17104,17569",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
731,Creature\MountedDeathKnight\MountedDeathKnight.mdx,4,"6353,6380,10729,14591",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2255,Creature\MOUNTEDDEATHKNIGHT\MountedDeathKnight_Blaumeux.mdx,4,"16153,16327,24794,25116",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2257,Creature\MOUNTEDDEATHKNIGHT\MountedDeathKnight_Korthazz.mdx,3,"16155,16329,24802",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2254,Creature\MOUNTEDDEATHKNIGHT\MountedDeathKnight_Mograine.mdx,2,"16139,16326",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2256,Creature\MOUNTEDDEATHKNIGHT\MountedDeathKnight_Zeliek.mdx,3,"16154,16328,24800",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2470,Creature\MOUNTEDDEATHKNIGHT\UnMountedDeathKnight.mdx,2,"16416,25684",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2215,Creature\MountedDemonKnight\MountedDemonKnight.mdx,4,"15649,16040,20465,25762",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
195,Creature\MountedKnight\MountedKnight.mdx,5,"16277,17323,17389,18088,26537",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
9738,Creature\nozdormudragon2\nozdormudragon2.mdx,1,24934,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2578,Creature\RavenGod\RavenGod.mdx,4,"21427,21473,21474,21492",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2233,Creature\ReinDeer\ReinDeerMount.mdx,2,"15902,15904",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2219,Creature\RidingSilithid\RidingSilithid.mdx,5,"15672,15673,15674,15675,15676",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2220,Creature\RidingSilithid\RidingSilithid.mdx,5,"15677,15678,15679,15680,15681",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2483,Creature\RIDINGTALBUK\RidingTalbuk.mdx,6,"19221,21073,21074,21075,21076,21077",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2484,Creature\ridingtalbuk\RidingTalbukEpic.mdx,5,"19303,19375,19376,19377,19378",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2325,Creature\RidingTurtle\RidingTurtle.mdx,2,"17158,29161",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
224,Creature\SeaLion\SeaLion.mdx,5,"2428,17002,21834,22637,22643",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,모델명은 탈것 후보이나 플레이어 탑승용 여부 불명확
1111,Creature\SkeletalSerpent\SkeletalSerpent.mdx,9,"7690,7752,7755,7757,8053,14852,21296,27072,27637",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
190,Creature\Spells\Serpent_Totem.mdx,1,1529,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2302,Creature\SPELLS\Serpent_Totem.mdx,1,16986,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2920,Creature\StoneTreeLog\StoneTreeLog02_Mount.mdx,1,26609,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2921,Creature\StoneTreeLog\StoneTreeLog03_Mount.mdx,1,26610,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
38,Creature\Tallstrider\TallStrider.mdx,24,"38,178,1040,1041,1042,1219,1220,1221,1281,1283,1284,1961,2741,6076,16992,17011,17012,18470,20375,20376 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
459,Creature\Tallstrider\TallStrider.mdx,6,"4807,6474,6475,6476,6477,6478",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2589,Creature\Tauren_MountedCanoe\Tauren_MountedCanoe.mdx,1,21602,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2568,Creature\TeronGorefiend_Mounted\TeronGorefiend_Mounted.mdx,1,21263,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
1611,Creature\turkeymount\turkey_hd.mdx,2,"21774,22191",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2265,Creature\Turtle\Turtle.mdx,11,"16259,16359,16360,16361,27677,27678,27679,27880,27881,27882,27883",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
75,Creature\WindSerpent\WindSerpent.mdx,29,"1336,1742,1974,1975,2699,2700,2702,2703,2705,2706,2707,2708,3006,3204,3205,4065,4091,7569,7691,7829 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2295,Creature\WindserpentOutland\WindSerpentOutland.mdx,20,"16897,16898,16899,16900,16901,16902,17562,19704,19709,19786,19788,19974,20094,20837,20838,20839,20842,24753,25460,27073",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
3334,Creature\WOOLYRHINO\WoolyRhinoMount.mdx,1,31721,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2772,World\Expansion02\Doodads\DragonBlight\DB_Flowers02.mdx,1,24882,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2991,World\Expansion02\Doodads\Nexus\Nexus_DragonEgg_01.mdx,1,27743,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2992,World\Expansion02\Doodads\Nexus\Nexus_DragonEgg_02.mdx,1,27745,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2893,World\GENERIC\DWARF\PASSIVE DOODADS\ChainLinks\TS_Chainmounting01.mdx,1,26319,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2964,World\Goober\G_DragonEggChromatic.mdx,2,"27396,28014",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2926,World\KALIMDOR\FELWOOD\PASSIVEDOODADS\PLANTSQUEST\NightDragon01.mdx,1,26622,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
2778,World\KALIMDOR\FELWOOD\PASSIVEDOODADS\PLANTSQUEST\NightDragon02.mdx,1,24897,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,검토필요,탈것 키워드는 있으나 날탈/지상탈 확정 필요
