지역ID,맵ID,맵,상위지역ID,상위지역,지역명,매칭상태,좌표기준지역ID,대상구분,GUID,Entry,대상이름,X,Y,Z
3581,530,아웃랜드,3524,하늘안개 섬,갈기바람 길,상위지역 좌표경계 대체,3524,몬스터,96334,26307,야수조련사,-4151.92,-12520.7,48.8974
3582,530,아웃랜드,3483,지옥불 반도,제스고르,상위지역 좌표경계 대체,3483,몬스터,58171,16867,으스러진 손의 그런트,-253.512,2943.37,-62.4284
3583,530,아웃랜드,3525,핏빛안개 섬,녹주석 해안,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3584,530,아웃랜드,3525,핏빛안개 섬,핏빛 감시초소,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3585,530,아웃랜드,3525,핏빛안개 섬,칼날숲,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3586,530,아웃랜드,3525,핏빛안개 섬,벡터 코일,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3587,530,아웃랜드,3525,핏빛안개 섬,초공간 추진기,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3588,530,아웃랜드,3525,핏빛안개 섬,극저온 핵,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3589,530,아웃랜드,3525,핏빛안개 섬,진홍 해안,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3590,530,아웃랜드,3525,핏빛안개 섬,성난비늘 둥지,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3591,530,아웃랜드,3525,핏빛안개 섬,로레스아란 폐허,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3592,530,아웃랜드,3525,핏빛안개 섬,나지비안,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3593,530,아웃랜드,3525,핏빛안개 섬,악사리엔,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3594,530,아웃랜드,3525,핏빛안개 섬,검은진흙 해안,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3595,530,아웃랜드,3525,핏빛안개 섬,타락의 웅덩이,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3596,530,아웃랜드,3525,핏빛안개 섬,숨은 산호초,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3597,530,아웃랜드,3525,핏빛안개 섬,호박그물 고개,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3598,530,아웃랜드,3525,핏빛안개 섬,고룡흉터 섬,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3599,530,아웃랜드,3525,핏빛안개 섬,갈퀴발톱 언덕,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3600,530,아웃랜드,3525,핏빛안개 섬,뾰족가지 군락,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3601,530,아웃랜드,3525,핏빛안개 섬,성난깃털 마루,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3602,530,아웃랜드,3525,핏빛안개 섬,케셀의 길목,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3603,530,아웃랜드,3525,핏빛안개 섬,텔아시온의 야영지,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3604,530,아웃랜드,3525,핏빛안개 섬,핏빛저주의 산호초,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3608,530,아웃랜드,3525,핏빛안개 섬,구원자의 안식처,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3609,530,아웃랜드,3518,나그란드,미사용3,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3610,530,아웃랜드,3518,나그란드,불타는 칼날 폐허,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3611,530,아웃랜드,3518,나그란드,부족 초소,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3612,530,아웃랜드,3525,핏빛안개 섬,핏빛저주의 섬,상위지역 좌표경계 대체,3525,몬스터,63252,17604,태양매 비밀요원,-1847.94,-11687.7,37.781
3613,530,아웃랜드,3518,나그란드,가라다르,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3614,530,아웃랜드,3518,나그란드,하늘노래 호수,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3615,530,아웃랜드,3518,나그란드,정령의 옥좌,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3616,530,아웃랜드,3518,나그란드,웃는 해골 폐허,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3617,530,아웃랜드,3518,나그란드,전쟁망치 언덕,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3618,530,아웃랜드,3518,나그란드,그룰의 둥지,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3619,530,아웃랜드,3518,나그란드,아우렌 마루,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3620,530,아웃랜드,3518,나그란드,아우렌 폭포,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3621,530,아웃랜드,3518,나그란드,태양여울 호수,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3622,530,아웃랜드,3518,나그란드,태양여울 주둔지,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3623,530,아웃랜드,3518,나그란드,에어리스 착륙지,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3624,530,아웃랜드,3518,나그란드,경악의 괴철로 기지,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3625,530,아웃랜드,3518,나그란드,증오의 괴철로 기지,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3626,530,아웃랜드,3518,나그란드,텔라아르,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3627,530,아웃랜드,3518,나그란드,북새바람 동굴,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3628,530,아웃랜드,3518,나그란드,할라아,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3629,530,아웃랜드,3518,나그란드,마파람 동굴,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3630,530,아웃랜드,3518,나그란드,오슈군,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3631,530,아웃랜드,3518,나그란드,정기의 들판,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3632,530,아웃랜드,3518,나그란드,샤마나르,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3633,530,아웃랜드,3518,나그란드,선조의 터,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3634,530,아웃랜드,3518,나그란드,바람갈대 마을,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3635,530,아웃랜드,3518,나그란드,미사용2,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3636,530,아웃랜드,3518,나그란드,정령의 고원,직접 areaId,3636,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3637,530,아웃랜드,3518,나그란드,킬소로우 요새,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3638,530,아웃랜드,3518,나그란드,시험의 투기장,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3639,530,아웃랜드,3524,하늘안개 섬,은빛안개 섬,상위지역 좌표경계 대체,3524,몬스터,96334,26307,야수조련사,-4151.92,-12520.7,48.8974
3640,530,아웃랜드,3521,장가르 습지대,비수늪 마을,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3641,530,아웃랜드,3521,장가르 습지대,그늘늪 마을,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3642,530,아웃랜드,3521,장가르 습지대,야생늪 마을,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3643,530,아웃랜드,3521,장가르 습지대,피비늘 군락,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3644,530,아웃랜드,3521,장가르 습지대,텔레도르,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3645,530,아웃랜드,3521,장가르 습지대,자브라진,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3646,530,아웃랜드,3521,장가르 습지대,쿠아그 마루,직접 areaId,3646,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3647,530,아웃랜드,3521,장가르 습지대,부화의 골짜기,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3648,530,아웃랜드,3521,장가르 습지대,죽음의 늪,직접 areaId,3648,몬스터,25083,19402,말라 비틀어진 수렁군주,716.157,5407.55,-27.6951
3649,530,아웃랜드,3521,장가르 습지대,스포어가르,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3650,530,아웃랜드,3521,장가르 습지대,앙고로쉬 영토,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3651,530,아웃랜드,3521,장가르 습지대,앙고로쉬 소굴,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3652,530,아웃랜드,3521,장가르 습지대,버섯 동굴,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3653,530,아웃랜드,3521,장가르 습지대,물갈퀴 호수,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3654,530,아웃랜드,3521,장가르 습지대,배수로,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3655,530,아웃랜드,3521,장가르 습지대,그늘늪 호수,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3656,530,아웃랜드,3521,장가르 습지대,수렁등불 호수,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3657,530,아웃랜드,3521,장가르 습지대,차원문 폐허,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3658,530,아웃랜드,3521,장가르 습지대,포자바람 호수,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3659,530,아웃랜드,3521,장가르 습지대,바다자리 호수,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3660,530,아웃랜드,3521,장가르 습지대,칼날 고개,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3661,530,아웃랜드,3521,장가르 습지대,칼날이빨 대협곡,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3662,530,아웃랜드,3430,영원노래 숲,대강당,상위지역 좌표경계 대체,3430,몬스터,56354,15938,영원노래 순찰자,9371.2,-6959.4,17.8917
3663,530,아웃랜드,3430,영원노래 숲,버려진 장원,상위지역 좌표경계 대체,3430,몬스터,56354,15938,영원노래 순찰자,9371.2,-6959.4,17.8917
3664,530,아웃랜드,3430,영원노래 숲,태양의 여사냥꾼,상위지역 좌표경계 대체,3430,몬스터,56354,15938,영원노래 순찰자,9371.2,-6959.4,17.8917
3665,530,아웃랜드,3430,영원노래 숲,매날개 광장,상위지역 좌표경계 대체,3430,몬스터,56354,15938,영원노래 순찰자,9371.2,-6959.4,17.8917
3666,530,아웃랜드,3518,나그란드,할라아니 분지,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3667,530,아웃랜드,3521,장가르 습지대,벌거벗은 수렁,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3668,530,아웃랜드,3521,장가르 습지대,보하무 폐허,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3669,530,아웃랜드,3483,지옥불 반도,경기장,상위지역 좌표경계 대체,3483,몬스터,58171,16867,으스러진 손의 그런트,-253.512,2943.37,-62.4284
3670,530,아웃랜드,3483,지옥불 반도,전망대,상위지역 좌표경계 대체,3483,몬스터,58171,16867,으스러진 손의 그런트,-253.512,2943.37,-62.4284
3671,530,아웃랜드,3483,지옥불 반도,무너진 언덕,상위지역 좌표경계 대체,3483,몬스터,58171,16867,으스러진 손의 그런트,-253.512,2943.37,-62.4284
3672,530,아웃랜드,3518,나그란드,마그하리 행렬,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3673,530,아웃랜드,3518,나그란드,네싱워리 탐험대,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3674,530,아웃랜드,3519,테로카르 숲,세나리온 수풀,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3675,530,아웃랜드,3519,테로카르 숲,투렘,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3676,530,아웃랜드,3519,테로카르 숲,장막의 쉬에노르,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3677,530,아웃랜드,3519,테로카르 숲,장막의 스키스,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3678,530,아웃랜드,3519,테로카르 숲,장막의 샬라스,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3679,530,아웃랜드,3519,테로카르 숲,스케티스,직접 areaId,3679,몬스터,132443,22986,스케티스 - 투명 까마귀석,-4116.41,3212.79,299.878
3680,530,아웃랜드,3519,테로카르 숲,검은바람 계곡,직접 areaId,3680,몬스터,132466,22986,스케티스 - 투명 까마귀석,-3591.33,3724.59,286.079
3681,530,아웃랜드,3519,테로카르 숲,불꽃날개 거점,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3682,530,아웃랜드,3519,테로카르 숲,그란골바르 마을,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3683,530,아웃랜드,3519,테로카르 숲,돌망치 요새,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3684,530,아웃랜드,3519,테로카르 숲,알레리아 성채,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3685,530,아웃랜드,3519,테로카르 숲,해골이빨 폐허,직접 areaId,3685,몬스터,126173,16772,해골이빨 약탈자,-2952.66,3561.35,-8.78986
3686,530,아웃랜드,3519,테로카르 숲,장막의 리디크,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3687,530,아웃랜드,3519,테로카르 숲,올렘바스,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3688,530,아웃랜드,3519,테로카르 숲,아킨둔,직접 areaId,3688,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3689,530,아웃랜드,3519,테로카르 숲,장막의 레스크,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3690,530,아웃랜드,3519,테로카르 숲,검은바람 호수,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3691,530,아웃랜드,3519,테로카르 숲,에레노루 호수,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3692,530,아웃랜드,3519,테로카르 숲,조룬 호수,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3693,530,아웃랜드,3519,테로카르 숲,스키실 산맥,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3694,530,아웃랜드,3519,테로카르 숲,안개 마루,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3695,530,아웃랜드,3519,테로카르 숲,뒤틀린 언덕,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3696,530,아웃랜드,3519,테로카르 숲,울타리 언덕,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3697,530,아웃랜드,3519,테로카르 숲,해골 무덤,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3699,530,아웃랜드,3518,나그란드,웃는 해골 광장,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3700,530,아웃랜드,3518,나그란드,피의 투기장,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3701,530,아웃랜드,3518,나그란드,투기장,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3703,530,아웃랜드,0,,샤트라스,상위지역 좌표경계 대체,3703,몬스터,96644,25153,무너진 태양 마술사,-1894.72,5465.17,-12.3282
3704,530,아웃랜드,3487,실버문,수호자의 관문,상위지역 좌표경계 대체,3487,몬스터,66968,18722,오염된 노움 일꾼,9727.96,-7071.17,4.96632
3705,530,아웃랜드,3518,나그란드,텔라아리 분지,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
3711,571,노스렌드,0,,숄라자르 분지,상위지역 좌표경계 대체,3711,몬스터,1974588,28362,반짝이는 흙더미,5822.07,4726.69,-132.864
3712,530,아웃랜드,3523,황천의 폭풍,52번 구역,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3718,530,아웃랜드,3521,장가르 습지대,늪쥐 감시초소,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3719,530,아웃랜드,3519,테로카르 숲,피투성이굴 폐허,상위지역 zoneId 대체,3519,몬스터,83823,19416,고대 드레나이 영혼,-3387.17,5177.65,-95.4726
3720,530,아웃랜드,3521,장가르 습지대,쌍둥이 첨탑 폐허,상위지역 zoneId 대체,3521,몬스터,25082,18127,수렁군주,-139.09,8044.04,18.4877
3721,530,아웃랜드,3523,황천의 폭풍,부서진 잔해,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3722,530,아웃랜드,3523,황천의 폭풍,아라 마나괴철로,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3723,530,아웃랜드,3523,황천의 폭풍,알클론 폐허,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3724,530,아웃랜드,3523,황천의 폭풍,코스모렌치,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3725,530,아웃랜드,3523,황천의 폭풍,엔카트 폐허,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3726,530,아웃랜드,3523,황천의 폭풍,브나르 마나괴철로,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3727,530,아웃랜드,3523,황천의 폭풍,고철 지대,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3728,530,아웃랜드,3523,황천의 폭풍,소용돌이 지대,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3729,530,아웃랜드,3523,황천의 폭풍,고철더미,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3730,530,아웃랜드,3523,황천의 폭풍,코루 마나괴철로,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3731,530,아웃랜드,3523,황천의 폭풍,폭풍우 균열,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3732,530,아웃랜드,3523,황천의 폭풍,키린바르 마을,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3733,530,아웃랜드,3523,황천의 폭풍,보랏빛 탑,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3734,530,아웃랜드,3523,황천의 폭풍,듀로 마나괴철로,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3735,530,아웃랜드,3523,황천의 폭풍,공허의 바람 고원,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3736,530,아웃랜드,3523,황천의 폭풍,울트리스 마나괴철로,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3737,530,아웃랜드,3523,황천의 폭풍,하늘 마루,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3738,530,아웃랜드,3523,황천의 폭풍,폭풍 첨탑,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3739,530,아웃랜드,3523,황천의 폭풍,망각의 괴철로 주둔지,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3740,530,아웃랜드,3523,황천의 폭풍,지옥의 괴철로 주둔지,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3741,530,아웃랜드,3523,황천의 폭풍,파랄론 폐허,상위지역 zoneId 대체,3523,몬스터,425,20922,전사한 구원자,4034.83,3545.65,121.479
3742,530,아웃랜드,3523,황천의 폭풍,소크레타르의 옥좌,직접 areaId,3742,몬스터,111111,23491,소크레타르 이벤트,4819.24,3775.88,210.252
3743,530,아웃랜드,3520,어둠달 골짜기,불타는 군단 요새,상위지역 areaId 대체,3520,몬스터,85392,21205,걸신들린 우두머리 바위갈퀴,-2730.54,1150.53,63.0212
3744,530,아웃랜드,3520,어둠달 골짜기,어둠달 마을,직접 areaId,3744,몬스터,1162,21788,어둠달부족 광신도,-2999.42,2619.98,76.7438
3745,530,아웃랜드,3520,어둠달 골짜기,와일드해머 성채,직접 areaId,3745,몬스터,7202,21795,어둠달부족 선구자,-4050.8,2243.12,112.043
3746,530,아웃랜드,3520,어둠달 골짜기,굴단의 손아귀,상위지역 areaId 대체,3520,몬스터,85392,21205,걸신들린 우두머리 바위갈퀴,-2730.54,1150.53,63.0212
3747,530,아웃랜드,3520,어둠달 골짜기,지옥의 구덩이,상위지역 areaId 대체,3520,몬스터,85392,21205,걸신들린 우두머리 바위갈퀴,-2730.54,1150.53,63.0212
3748,530,아웃랜드,3520,어둠달 골짜기,죽음의 괴철로,직접 areaId,3748,몬스터,83028,19754,죽음의 괴철로 땜장이,-3471.39,2147.28,33.2387
3749,530,아웃랜드,3520,어둠달 골짜기,갈퀴흉터 저수지,직접 areaId,3749,몬스터,23745,19765,갈퀴흉터 미르미돈,-2898.98,1382.11,6.15595
3750,530,아웃랜드,3520,어둠달 골짜기,갈퀴흉터 거점,상위지역 areaId 대체,3520,몬스터,85392,21205,걸신들린 우두머리 바위갈퀴,-2730.54,1150.53,63.0212
3751,530,아웃랜드,3520,어둠달 골짜기,태양불꽃 거점,상위지역 areaId 대체,3520,몬스터,85392,21205,걸신들린 우두머리 바위갈퀴,-2730.54,1150.53,63.0212
3752,530,아웃랜드,3520,어둠달 골짜기,일리다리 거점,상위지역 areaId 대체,3520,몬스터,85392,21205,걸신들린 우두머리 바위갈퀴,-2730.54,1150.53,63.0212
3753,530,아웃랜드,3520,어둠달 골짜기,바아리 폐허,상위지역 areaId 대체,3520,몬스터,85392,21205,걸신들린 우두머리 바위갈퀴,-2730.54,1150.53,63.0212
3754,530,아웃랜드,3520,어둠달 골짜기,샤타르 제단,직접 areaId,3754,몬스터,52437,23453,샤타르 제단 파수병,-3083.6,687.388,-17.0363
3755,530,아웃랜드,3520,어둠달 골짜기,파멸의 계단,상위지역 areaId 대체,3520,몬스터,85392,21205,걸신들린 우두머리 바위갈퀴,-2730.54,1150.53,63.0212
3756,530,아웃랜드,3520,어둠달 골짜기,카라보르 폐허,상위지역 areaId 대체,3520,몬스터,85392,21205,걸신들린 우두머리 바위갈퀴,-2730.54,1150.53,63.0212
3757,530,아웃랜드,3520,어둠달 골짜기,아타말 언덕,상위지역 areaId 대체,3520,몬스터,85392,21205,걸신들린 우두머리 바위갈퀴,-2730.54,1150.53,63.0212
3758,530,아웃랜드,3520,어둠달 골짜기,황천날개 벌판,상위지역 areaId 대체,3520,몬스터,85392,21205,걸신들린 우두머리 바위갈퀴,-2730.54,1150.53,63.0212
3759,530,아웃랜드,3520,어둠달 골짜기,황천날개 마루,상위지역 areaId 대체,3520,몬스터,85392,21205,걸신들린 우두머리 바위갈퀴,-2730.54,1150.53,63.0212
3760,530,아웃랜드,3518,나그란드,울타리 언덕,상위지역 zoneId 대체,3518,몬스터,25068,22311,맹렬한 불꽃영혼,-850.57,6517.23,172.649
