long,long,long,long,flags,long,long,long,long,long,long,long,long,long,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,long,long,long,long,long,
2841,0,5,0,0x0,10,0,0,10,0,0,7,0,0,,"체력 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2842,0,5,0,0x0,8,0,0,8,0,0,6,0,0,,"정신력 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2843,0,5,0,0x0,8,0,0,8,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2844,0,5,0,0x0,8,0,0,8,0,0,31,0,0,,"적중도 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2845,0,5,0,0x0,11,0,0,11,0,0,31,0,0,,"적중도 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2846,0,5,0,0x0,4,0,0,4,0,0,43,0,0,,"5초당 마나 회복량 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2847,0,5,0,0x0,4,0,0,4,0,0,43,0,0,,"5초당 마나 회복량 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2848,0,5,0,0x0,5,0,0,5,0,0,43,0,0,,"5초당 마나 회복량 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2849,0,5,0,0x0,0,0,0,0,0,0,13,0,0,,"회피 숙련도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2850,0,5,0,0x0,13,0,0,13,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +13",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2851,0,5,0,0x0,19,0,0,19,0,0,7,0,0,,"체력 +19",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2852,0,5,0,0x0,7,0,0,7,0,0,43,0,0,,"5초당 마나 회복량 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2853,0,5,0,0x0,8,0,0,8,0,0,43,0,0,,"5초당 마나 회복량 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2854,0,5,0,0x0,3,0,0,3,0,0,43,0,0,,"5초당 마나 회복량 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2855,0,5,0,0x0,5,0,0,5,0,0,43,0,0,,"5초당 마나 회복량 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2856,0,5,0,0x0,4,0,0,4,0,0,35,0,0,,"탄력도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2857,0,5,0,0x0,2,0,0,2,0,0,19,0,0,,"치명타 및 주문 극대화 적중도 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2858,0,5,0,0x0,2,0,0,2,0,0,19,0,0,,"치명타 및 주문 극대화 적중도 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2859,0,5,0,0x0,3,0,0,3,0,0,35,0,0,,"탄력도 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2860,0,5,0,0x0,3,0,0,3,0,0,31,0,0,,"적중도 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2861,0,5,0,0x0,3,0,0,3,0,0,12,0,0,,"방어 숙련도 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2862,0,5,0,0x0,3,0,0,3,0,0,35,0,0,,"탄력도 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2863,0,5,0,0x0,3,0,0,3,0,0,5,0,0,,"지능 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2864,0,5,0,0x0,4,0,0,4,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2865,0,5,0,0x0,2,0,0,2,0,0,43,0,0,,"5초당 마나 회복량 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2866,0,5,0,0x0,3,0,0,3,0,0,6,0,0,,"정신력 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2867,0,5,0,0x0,2,0,0,2,0,0,35,0,0,,"탄력도 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2868,0,5,0,0x0,6,0,0,6,0,0,7,0,0,,"체력 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2869,0,5,0,0x0,4,0,0,4,0,0,5,0,0,,"지능 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2870,0,5,0,0x0,3,0,0,3,0,0,14,0,0,,"무기 막기 숙련도 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2871,0,5,0,0x0,4,0,0,4,0,0,13,0,0,,"회피 숙련도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2872,0,5,0,0x0,5,0,0,5,0,0,45,0,0,,"주문력 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2873,0,5,0,0x0,4,0,0,4,0,0,31,0,0,,"적중도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2874,0,5,0,0x0,4,0,0,4,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2875,0,5,0,0x0,3,0,0,3,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2876,0,5,0,0x0,3,0,0,3,0,0,13,0,0,,"회피 숙련도 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2877,0,5,0,0x0,4,0,0,4,0,0,3,0,0,,"민첩성 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2878,0,5,0,0x0,4,0,0,4,0,0,35,0,0,,"탄력도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2879,0,5,0,0x0,3,0,0,3,0,0,4,0,0,,"힘 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2880,0,5,0,0x0,3,0,0,3,0,0,31,0,0,,"적중도 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2881,0,5,0,0x0,1,0,0,1,0,0,43,0,0,,"5초당 마나 회복량 +1",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2882,0,5,0,0x0,6,0,0,6,0,0,7,0,0,,"체력 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2883,0,5,0,0x0,4,0,0,4,0,0,7,0,0,,"체력 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2884,0,5,0,0x0,2,0,0,2,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2885,0,5,0,0x0,2,0,0,2,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2886,0,5,0,0x0,2,0,0,2,0,0,31,0,0,,"적중도 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2887,0,5,0,0x0,3,0,0,3,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2888,0,3,0,0x0,0,0,0,0,0,0,33088,0,0,,"방패 피해 방어량 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2889,0,5,0,0x0,5,0,0,5,0,0,45,0,0,,"주문력 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2890,0,5,0,0x0,4,0,0,4,0,0,6,0,0,,"정신력 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2891,0,5,0,0x0,10,0,0,10,0,0,35,0,0,,"탄력도 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,27679,0,0,0,0,
2892,0,5,0,0x0,4,0,0,4,0,0,4,0,0,,"힘 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2893,0,5,0,0x0,3,0,0,3,0,0,3,0,0,,"민첩성 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2894,0,5,0,0x0,7,0,0,7,0,0,4,0,0,,"힘 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,27774,0,0,0,0,
2895,0,5,0,0x0,4,0,0,4,0,0,7,0,0,,"체력 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2896,0,5,0,0x0,8,0,0,8,0,0,45,0,0,,"주문력 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,27777,0,0,0,0,
2897,0,5,5,0x0,3,4,0,3,4,0,7,32,0,,"체력 +3 / 치명타 및 주문 극대화 적중도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,27782,0,0,0,0,
2898,0,5,5,0x0,3,4,0,3,4,0,7,32,0,,"체력 +3 / 치명타 및 주문 극대화 적중도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,27785,0,0,0,0,
2899,0,5,5,0x0,3,4,0,3,4,0,7,32,0,,"체력 +3 / 치명타 및 주문 극대화 적중도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,27786,0,0,0,0,
2900,0,5,0,0x0,4,0,0,4,0,0,45,0,0,,"주문력 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2901,0,5,0,0x0,2,0,0,2,0,0,45,0,0,,"주문력 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2902,0,5,0,0x0,2,0,0,2,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2906,0,5,5,0x0,0,0,0,0,0,0,7,5,0,,"체력 +$i / 지능 +$i",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2907,0,5,0,0x0,2,0,0,2,0,0,14,0,0,,"무기 막기 숙련도 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2908,0,5,0,0x0,4,0,0,4,0,0,31,0,0,,"적중도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2909,0,5,0,0x0,2,0,0,2,0,0,31,0,0,,"적중도 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2910,0,5,0,0x0,3,0,0,3,0,0,45,0,0,,"주문력 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2911,0,5,0,0x0,10,0,0,10,0,0,4,0,0,,"힘 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,28117,0,0,0,0,
2912,0,5,0,0x0,12,0,0,12,0,0,45,0,0,,"주문력 +12",,,,,,,,,,,,,,,0xFF01FE,0,0,28118,0,0,0,0,
2913,0,5,0,0x0,10,0,0,10,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,28119,0,0,0,0,
2914,0,5,0,0x0,10,0,0,10,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,28120,0,0,0,0,
2915,0,5,5,0x0,5,5,0,5,5,0,4,32,0,,"힘 +5 / 치명타 및 주문 극대화 적중도 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,28122,0,0,0,0,
2916,0,5,5,0x0,6,5,0,6,5,0,45,32,0,,"치명타 및 주문 극대화 적중도 +5 / 주문력 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,28123,0,0,0,0,
2917,0,4,0,0x0,100,0,0,100,0,0,0,0,0,,"시험용 보석 마법부여",,,,,,,,,,,,,,,0xFF01FE,0,0,27864,0,0,0,0,
2918,0,5,5,0x0,3,4,0,3,4,0,7,32,0,,"체력 +3 / 치명타 및 주문 극대화 적중도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,27786,0,0,0,0,
2919,0,5,0,0x0,7,0,0,7,0,0,4,0,0,,"힘 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2921,0,5,5,0x0,3,4,0,3,4,0,7,32,0,,"체력 +3 / 치명타 및 주문 극대화 적중도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,27809,0,0,0,0,
2922,0,5,0,0x0,7,0,0,7,0,0,4,0,0,,"힘 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,27811,0,0,0,0,
2923,0,5,5,0x0,3,4,0,3,4,0,7,32,0,,"체력 +3 / 치명타 및 주문 극대화 적중도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,27820,0,0,0,0,
2924,0,5,0,0x0,8,0,0,8,0,0,45,0,0,,"주문력 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,27812,0,0,0,0,
2925,0,5,0,0x0,3,0,0,3,0,0,7,0,0,,"체력 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2926,0,5,0,0x0,2,0,0,2,0,0,13,0,0,,"회피 숙련도 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2927,0,5,0,0x0,4,0,0,4,0,0,4,0,0,,"힘 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2928,0,5,0,0x0,12,0,0,12,0,0,45,39508,0,,"주문력 +12",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,333,350,0,
2929,0,3,0,0x0,2,0,0,2,0,0,26597,0,0,,"무기 공격력 +2",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,333,350,0,
2930,0,5,0,0x0,12,0,0,12,0,0,45,0,0,,"주문력 +12",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,333,350,0,
2931,0,3,0,0x0,0,0,0,0,0,0,19988,0,0,,"모든 능력치 +4",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,333,350,0,
2932,0,5,0,0x0,4,0,0,4,0,0,12,0,0,,"방어 숙련도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2933,0,5,0,0x0,15,0,0,15,0,0,35,0,0,,"탄력도 +15",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2934,0,5,0,0x0,10,0,0,10,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2935,0,5,0,0x0,15,0,0,15,0,0,31,0,0,,"적중도 +15",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2936,0,5,0,0x0,8,0,0,8,0,0,38,0,0,,"전투력 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2937,0,5,0,0x0,20,0,0,20,0,0,45,0,0,,"주문력 +20",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2938,0,3,0,0x0,0,0,0,0,0,0,26283,0,0,,"주문 관통력 +20",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2939,0,3,5,0x0,0,6,0,0,6,0,13889,3,0,,"하급 이동 속도 증가 / 민첩성 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2940,0,3,5,0x0,0,9,0,0,9,0,13889,7,0,,"하급 이동 속도 증가 / 체력 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2941,0,5,0,0x0,2,0,0,2,0,0,31,0,0,,"적중도 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2942,0,5,0,0x0,6,0,0,6,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,28290,0,0,0,0,
2943,0,5,0,0x0,14,0,0,14,0,0,38,0,0,,"전투력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,28360,0,0,0,0,
2944,0,5,0,0x0,14,0,0,14,0,0,38,0,0,,"전투력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,28361,0,0,0,0,
2945,0,5,0,0x0,20,0,0,20,0,0,38,0,0,,"전투력 +20",,,,,,,,,,,,,,,0xFF01FE,0,0,28362,0,0,0,0,
2946,0,5,5,0x0,10,5,0,10,5,0,38,32,0,,"전투력 +10 / 치명타 및 주문 극대화 적중도 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,28363,0,0,0,0,
2947,0,3,0,0x0,0,0,0,0,0,0,18674,0,0,,"모든 저항력 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,22460,0,0,0,0,
2948,0,3,0,0x0,0,0,0,0,0,0,18675,0,0,,"모든 저항력 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,22459,0,0,0,0,
2949,0,5,0,0x0,20,0,0,20,0,0,38,0,0,,"전투력 +20",,,,,,,,,,,,,,,0xFF01FE,0,0,28388,0,0,0,0,
2950,0,5,0,0x0,10,0,0,10,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,28389,0,0,0,0,
2951,0,5,0,0x0,4,0,0,4,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2952,0,5,0,0x0,4,0,0,4,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2953,0,5,0,0x0,2,0,0,2,0,0,45,0,0,,"주문력 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2954,0,2,0,0x0,12,0,0,12,0,0,0,0,0,,"무게 증강 (공격력 +12)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2955,0,5,2,0x0,14,12,0,14,12,0,32,0,0,,"무게 증강 (치명타 적중도 +14 / 공격력 +12)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2956,0,5,0,0x0,4,0,0,4,0,0,4,0,0,,"힘 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,28458,0,0,0,0,
2957,0,5,0,0x0,4,0,0,4,0,0,3,0,0,,"민첩성 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,28459,0,0,0,0,
2958,0,5,0,0x0,5,0,0,5,0,0,45,0,0,,"주문력 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,28460,0,0,0,0,
2959,0,5,0,0x0,5,0,0,5,0,0,45,0,0,,"주문력 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,28461,0,0,0,0,
2960,0,5,0,0x0,8,0,0,8,0,0,38,0,0,,"전투력 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,28462,0,0,0,0,
2961,0,5,0,0x0,6,0,0,6,0,0,7,0,0,,"체력 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,28463,0,0,0,0,
2962,0,5,0,0x0,4,0,0,4,0,0,6,0,0,,"정신력 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,28464,0,0,0,0,
2963,0,5,0,0x0,2,0,0,2,0,0,43,0,0,,"5초당 마나 회복량 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,28465,0,0,0,0,
2964,0,5,0,0x0,4,0,0,4,0,0,5,0,0,,"지능 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,28466,0,0,0,0,
2965,0,5,0,0x0,4,0,0,4,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,28467,0,0,0,0,
2966,0,5,0,0x0,4,0,0,4,0,0,31,0,0,,"적중도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,28468,0,0,0,0,
2967,0,5,0,0x0,4,0,0,4,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,28469,0,0,0,0,
2968,0,5,0,0x0,4,0,0,4,0,0,12,0,0,,"방어 숙련도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,28470,0,0,0,0,
2969,0,5,3,0x0,20,0,0,20,0,0,38,23990,0,,"전투력 +20 / 최하급 달리기 속도 증가",,,,,,,,,,,,,,,0xFF01FE,0,0,28556,61,0,0,0,
2970,0,5,3,0x0,12,0,0,12,0,0,45,23990,0,,"주문력 +12 / 최하급 달리기 속도 증가",,,,,,,,,,,,,,,0xFF01FE,0,0,28557,62,0,0,0,
2971,0,5,0,0x0,12,0,0,12,0,0,38,0,0,,"전투력 +12",,,,,,,,,,,,,,,0xFF01FE,0,0,28595,0,0,0,0,
2972,0,5,0,0x0,4,0,0,4,0,0,15,0,0,,"방패 막기 숙련도 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2973,0,5,0,0x0,6,0,0,6,0,0,38,0,0,,"전투력 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2974,0,5,0,0x0,4,0,0,4,0,0,45,0,0,,"주문력 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2975,0,3,0,0x0,0,0,0,0,0,0,34773,0,0,,"방패 피해 방어량 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2976,0,5,0,0x0,2,0,0,2,0,0,12,0,0,,"방어 숙련도 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
2977,0,5,0,0x0,13,0,0,13,0,0,13,0,0,,"회피 숙련도 +13",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,64,
2978,0,5,5,0x0,15,10,0,15,10,0,13,12,0,,"회피 숙련도 +15 / 방어 숙련도 +10",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
2979,0,5,0,0x0,15,0,0,15,0,0,45,0,0,,"주문력 +15",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,64,
2980,0,5,5,0x0,18,5,0,18,5,0,45,43,0,,"주문력 +18 / 5초당 마나 회복량 +5",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
2981,0,5,0,0x0,15,0,0,15,0,0,45,0,0,,"주문력 +15",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,64,
2982,0,5,5,0x0,18,10,0,18,10,0,45,32,0,,"주문력 +18 / 치명타 및 주문 극대화 적중도 +10",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
2983,0,5,0,0x0,26,0,0,26,0,0,38,0,0,,"전투력 +26",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,64,
2984,0,4,0,0x0,8,0,0,8,0,0,5,0,0,,"암흑 저항력 +8",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,65,
2985,0,4,0,0x0,8,0,0,8,0,0,2,0,0,,"화염 저항력 +8",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,65,
2986,0,5,5,0x0,30,10,0,30,10,0,38,32,0,,"전투력 +30 / 치명타 및 주문 극대화 적중도 +10",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
2987,0,4,0,0x0,8,0,0,8,0,0,4,0,0,,"냉기 저항력 +8",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,65,
2988,0,4,0,0x0,8,0,0,8,0,0,3,0,0,,"자연 저항력 +8",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,65,
2989,0,4,0,0x0,8,0,0,8,0,0,6,0,0,,"비전 저항력 +8",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,65,
2990,0,5,0,0x0,13,0,0,13,0,0,12,0,0,,"방어 숙련도 +13",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,64,
2991,0,5,5,0x0,10,15,0,15,10,0,13,12,0,,"방어 숙련도 +15 / 회피 숙련도 +10",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
2992,0,5,0,0x0,6,0,0,6,0,0,43,0,0,,"마나 회복량 +6",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,64,
2993,0,5,5,0x0,12,8,0,12,8,0,45,43,0,,"주문력 +12 / 5초당 마나 회복량 +8",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
2994,0,5,0,0x0,13,0,0,13,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +13",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,64,
2995,0,5,5,0x0,12,15,0,12,15,0,45,32,0,,"치명타 및 주문 극대화 적중도 +15 / 주문력 +12",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
2996,0,5,0,0x0,13,0,0,13,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +13",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,64,
2997,0,5,5,0x0,20,15,0,20,15,0,38,32,0,,"치명타 및 주문 극대화 적중도 +15 / 전투력 +20",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
2998,0,3,0,0x0,0,0,0,0,0,0,35442,0,0,,"모든 저항력 +7",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
2999,0,5,5,0x0,17,16,0,17,16,0,13,12,7,,"방어 숙련도 +16 / 회피 숙련도 +17",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3000,0,5,5,0x5,12,12,18,12,12,18,35,12,7,,"체력 +18 / 회피 숙련도 +12 / 탄력도 +12",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,0,
3001,0,5,5,0x0,19,9,0,19,9,0,45,43,0,,"주문력 +19 / 5초당 마나 회복량 +9",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3002,0,5,5,0x0,22,14,0,22,14,0,45,31,7,,"주문력 +22 / 적중도 +14",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3003,0,5,5,0x0,34,16,0,34,16,0,38,31,7,,"전투력 +34 / 적중도 +16",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3004,0,5,5,0x0,20,18,0,20,18,0,35,7,0,,"체력 +18 / 탄력도 +20",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3005,0,4,0,0x0,20,0,0,20,0,0,3,0,0,,"자연 저항력 +20",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3006,0,4,0,0x0,20,0,0,20,0,0,6,0,0,,"비전 저항력 +20",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3007,0,4,0,0x0,20,0,0,20,0,0,2,0,0,,"화염 저항력 +20",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3008,0,4,0,0x0,20,0,0,20,0,0,4,0,0,,"냉기 저항력 +20",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3009,0,4,0,0x0,20,0,0,20,0,0,5,0,0,,"암흑 저항력 +20",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3010,0,5,5,0x0,10,40,0,10,40,0,32,38,0,,"전투력 +40 / 치명타 및 주문 극대화 적중도 +10",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,50,
